"","mRNA","logFC","FDR","Delta","Tumor","Normal","start","end","diff_exp","gene"
"ENSG00000178199","ENSG00000178199",3.10882630152442,1.09118402202977e-05,342.118932515378,110.047619047619,724,149446795,149485014,"UP","ZC3H12D"
"ENSG00000245164","ENSG00000245164",2.76734806234372,0.000152305126186224,339.85669775164,122.809523809524,591.5,125859721,126292788,"UP","LINC00861"
"ENSG00000153898","ENSG00000153898",2.74258399687585,0.000181010270951613,339.55801866082,123.809523809524,624.5,84925583,84997113,"UP","MCOLN2"
"ENSG00000105383","ENSG00000105383",2.34364188052416,0.00247218614790052,336.591614840994,143.619047619048,629.25,51225064,51243860,"UP","CD33"
"ENSG00000265206","ENSG00000265206",2.86950998220838,7.35381450307019e-05,336.142597915839,117.142857142857,701.5,58330884,58332508,"UP","MIR142HG"
"ENSG00000139626","ENSG00000139626",2.18948724296384,0.00589187116597898,331.13388017396,151.238095238095,524.5,53191323,53207282,"UP","ITGB7"
"ENSG00000139193","ENSG00000139193",2.96818449496319,3.3328606611189e-05,328.337741990452,110.619047619048,614.25,6444955,6451718,"UP","CD27"
"ENSG00000136011","ENSG00000136011",4.56405234503747,1.25548892902313e-12,327.307753886973,71.7142857142857,1190.5,103587273,103766719,"UP","STAB2"
"ENSG00000163376","ENSG00000163376",2.67109143075323,0.000292504993718202,324.219621761428,121.380952380952,566.5,66998307,67011210,"UP","KBTBD8"
"ENSG00000150637","ENSG00000150637",2.13235826933862,0.0080837643493602,318.330627351266,149.285714285714,486.25,69831158,69961803,"UP","CD226"
"ENSG00000186407","ENSG00000186407",2.24719578721049,0.00423950578199294,316.747596673479,140.952380952381,542.75,74609885,74623738,"UP","CD300E"
"ENSG00000162747","ENSG00000162747",2.8862026910844,6.39236364689697e-05,313.221711094349,108.52380952381,478.75,161623196,161631963,"UP","FCGR3B"
"ENSG00000106952","ENSG00000106952",2.81823196911598,0.000106642243704511,309.200307468724,109.714285714286,567.75,114893343,114930595,"UP","TNFSF8"
"ENSG00000101916","ENSG00000101916",2.23567395918827,0.00453365680636094,308.310085038535,137.904761904762,548.75,12906620,12923169,"UP","TLR8"
"ENSG00000188060","ENSG00000188060",2.27321854869625,0.00365846439541655,306.451510064718,134.809523809524,642.75,28592200,28595443,"UP","RAB42"
"ENSG00000188822","ENSG00000188822",4.4144270425185,8.5248971470711e-12,303.123990252937,68.6666666666667,1111,23870515,23913362,"UP","CNR2"
"ENSG00000117215","ENSG00000117215",2.79563957876804,0.000125278786253022,302.727828672311,108.285714285714,528.75,20111939,20119566,"UP","PLA2G2D"
"ENSG00000267121","ENSG00000267121",2.27472346181711,0.00364756869655802,295.605729871376,129.952380952381,514.25,45190931,45222222,"UP","FMNL1-DT"
"ENSG00000163568","ENSG00000163568",3.35299710806942,1.22692922571313e-06,292.509081046818,87.2380952380952,666.25,159062484,159147096,"UP","AIM2"
"ENSG00000087237","ENSG00000087237",2.30988682860321,0.00301259591852961,282.026182311364,122.095238095238,466.25,56961923,56983845,"UP","CETP"
"ENSG00000168334","ENSG00000168334",2.46930999769813,0.00114172150448772,279.855133072455,113.333333333333,612.75,39183210,39192596,"UP","XIRP1"
"ENSG00000163508","ENSG00000163508",3.03676721629852,1.97679222219294e-05,273.164441504186,89.9523809523809,512.5,27715949,27722711,"UP","EOMES"
"ENSG00000103522","ENSG00000103522",2.3160180662888,0.00291643223304175,269.650674860767,116.428571428571,462,27402174,27452042,"UP","IL21R"
"ENSG00000130055","ENSG00000130055",3.35186385928639,1.24862095573775e-06,269.106784131279,80.2857142857143,627,70423031,70433390,"UP","GDPD2"
"ENSG00000165178","ENSG00000165178",3.0185888572104,2.32064316678537e-05,267.935696659057,88.7619047619048,572.75,75156639,75172044,"UP","NCF1C"
"ENSG00000239998","ENSG00000239998",2.27448807975228,0.00364756869655802,265.681869506302,116.809523809524,490.25,54572920,54590287,"UP","LILRA2"
"ENSG00000229474","ENSG00000229474",2.99970576509133,2.68776968104425e-05,263.688421064695,87.9047619047619,521.5,44665732,44711316,"UP","PATL2"
"ENSG00000100450","ENSG00000100450",2.11308965255112,0.00903191138101414,255.180731374745,120.761904761905,396.75,24606480,24609699,"UP","GZMH"
"ENSG00000187912","ENSG00000187912",2.93704688130263,4.31904349527601e-05,254.683922421528,86.7142857142857,528,14583084,14612035,"UP","CLEC17A"
"ENSG00000186265","ENSG00000186265",3.49676220228649,2.97969495055325e-07,250.601291163865,71.6666666666667,589.5,112463966,112499472,"UP","BTLA"
"ENSG00000049249","ENSG00000049249",2.94288224714189,4.17373854542749e-05,247.342246009783,84.0476190476191,503.5,7915871,7943165,"UP","TNFRSF9"
"ENSG00000197705","ENSG00000197705",3.37672171808413,9.84152342975574e-07,247.30466678159,73.2380952380952,588,32672673,32773023,"UP","KLHL14"
"ENSG00000184937","ENSG00000184937",2.09465629626617,0.00991326052403173,247.269188497325,118.047619047619,428.25,32387775,32435564,"UP","WT1"
"ENSG00000110665","ENSG00000110665",3.16039426165224,7.27782516099553e-06,243.651348076903,77.0952380952381,487.75,2295628,2303049,"UP","C11orf21"
"ENSG00000174500","ENSG00000174500",2.51177198895581,0.000891782531901961,240.173245420155,95.6190476190476,429,112120839,112133270,"UP","GCSAM"
"ENSG00000035720","ENSG00000035720",3.72379511452835,2.95277160624547e-08,240.096123098637,64.4761904761905,647,67558727,67607337,"UP","STAP1"
"ENSG00000283907","ENSG00000283907",4.40798676034971,9.22938014917668e-12,237.821380927439,53.9523809523809,835.25,35557956,35581954,"UP","ENSG00000283907"
"ENSG00000274536","ENSG00000274536",3.01860962386394,2.32064316678537e-05,237.751443708141,78.7619047619048,449.25,66015461,66020422,"UP","MIR223HG"
"ENSG00000184811","ENSG00000184811",2.11783459710658,0.00876894095938824,236.188982210648,111.52380952381,410.5,1279662,1300978,"UP","TRARG1"
"ENSG00000183019","ENSG00000183019",3.29731112580285,2.05479796685893e-06,235.679238087147,71.4761904761905,711.75,7676628,7679826,"UP","MCEMP1"
"ENSG00000225840","ENSG00000225840",4.70960788143426,1.85116849099946e-13,235.25612702974,49.9523809523809,985.5,10197256,10199103,"UP","ENSG00000225840"
"ENSG00000283787","ENSG00000283787",2.83122616066834,9.89098067283762e-05,231.890904588073,81.9047619047619,445.5,1888078,1891895,"UP","PRR33"
"ENSG00000281103","ENSG00000281103",2.83330121670229,9.77936258552471e-05,231.791023347359,81.8095238095238,430.5,38341577,38378804,"UP","TRG-AS1"
"ENSG00000074966","ENSG00000074966",2.85357729039159,8.46449115850955e-05,226.24791373819,79.2857142857143,398,48066393,48134250,"UP","TXK"
"ENSG00000104918","ENSG00000104918",3.3426164130343,1.34607664049353e-06,222.841094202287,66.6666666666667,694.25,7669049,7670455,"UP","RETN"
"ENSG00000135740","ENSG00000135740",2.99062563572662,2.92618619529447e-05,215.609867261433,72.0952380952381,450.5,67237683,67272191,"UP","SLC9A5"
"ENSG00000008516","ENSG00000008516",2.30015080252469,0.00322289749359125,210.518563926307,91.5238095238095,332,3046561,3060726,"UP","MMP25"
"ENSG00000147697","ENSG00000147697",2.3927208643275,0.00188010295104879,208.850349729157,87.2857142857143,341.25,129748196,129786624,"UP","GSDMC"
"ENSG00000089012","ENSG00000089012",2.32874613163664,0.00274002193080112,208.478225117946,89.5238095238095,336.5,1629152,1657779,"UP","SIRPG"
"ENSG00000178776","ENSG00000178776",2.15649166382609,0.00717530392722454,208.050100519603,96.4761904761905,470.5,147880726,147906538,"UP","C5orf46"
"ENSG00000268555","ENSG00000268555",3.08059525193697,1.41660533902988e-05,207.280051951759,67.2857142857143,593.5,21569738,21587322,"UP","ENSG00000268555"
"ENSG00000112195","ENSG00000112195",3.24111379958506,3.55575874303939e-06,206.350911906915,63.6666666666667,394.75,41189749,41201149,"UP","TREML2"
"ENSG00000240505","ENSG00000240505",4.34860839838608,1.83858863782756e-11,205.005824495344,47.1428571428571,748.25,16929816,16972118,"UP","TNFRSF13B"
"ENSG00000225670","ENSG00000225670",2.61799956924859,0.000436353611591016,202.957299939843,77.5238095238095,297.5,159194325,159207973,"UP","ENSG00000225670"
"ENSG00000163564","ENSG00000163564",2.16445156994818,0.0068746867495019,200.572512148531,92.6666666666667,306,158930796,158977059,"UP","PYHIN1"
"ENSG00000188389","ENSG00000188389",2.21337854481668,0.00525663245664845,199.098670055177,89.9523809523809,314,241849884,241858894,"UP","PDCD1"
"ENSG00000238121","ENSG00000238121",2.71442576678904,0.000225632569641527,194.14607151034,71.5238095238095,340.5,30340267,30377145,"UP","LINC00426"
"ENSG00000115607","ENSG00000115607",2.4276638034214,0.00153273118683267,192.363455661581,79.2380952380952,310,102418689,102452565,"UP","IL18RAP"
"ENSG00000172322","ENSG00000172322",2.4261149249308,0.00153894548287235,187.850612758927,77.4285714285714,349.25,9951316,9995694,"UP","CLEC12A"
"ENSG00000007129","ENSG00000007129",2.33942089056432,0.00259065250247692,187.599275224301,80.1904761904762,327.5,41549518,41586844,"UP","CEACAM21"
"ENSG00000064201","ENSG00000064201",2.6537371461813,0.000345540033090808,186.898916152483,70.4285714285714,341,2301997,2318204,"UP","TSPAN32"
"ENSG00000271856","ENSG00000271856",3.66810553196647,5.64799475533757e-08,184.802650134311,50.3809523809524,507,108125821,108138610,"UP","LINC01215"
"ENSG00000101307","ENSG00000101307",2.65968224713117,0.000330093445659943,183.01146890974,68.8095238095238,358.75,1561385,1620061,"UP","SIRPB1"
"ENSG00000178789","ENSG00000178789",2.26092072277977,0.00399743598717019,182.811589870478,80.8571428571429,353.25,74521174,74531475,"UP","CD300LB"
"ENSG00000073861","ENSG00000073861",3.29001306502257,2.29540421132774e-06,180.794051287431,54.9523809523809,375.5,47733236,47746122,"UP","TBX21"
"ENSG00000196329","ENSG00000196329",2.84214675329099,9.3956715552985e-05,170.934826162215,60.1428571428571,283.25,150722253,150750033,"UP","GIMAP5"
"ENSG00000142494","ENSG00000142494",2.33740929788862,0.00262060456316318,167.959553833997,71.8571428571429,370,19495385,19579034,"UP","SLC47A1"
"ENSG00000202538","ENSG00000202538",4.47128951541209,4.62660324016684e-12,167.566897553777,37.4761904761905,497,120291763,120291903,"UP","RNU4-2"
"ENSG00000076662","ENSG00000076662",2.40216712436773,0.00179877805185,165.063198117268,68.7142857142857,265.75,10333776,10339661,"UP","ICAM3"
"ENSG00000104974","ENSG00000104974",2.7519732468155,0.000176847057655881,163.28374597772,59.3333333333333,292.75,54593582,54602381,"UP","LILRA1"
"ENSG00000268027","ENSG00000268027",3.02543222015741,2.30482491994107e-05,162.941135285621,53.8571428571429,329.25,41545192,41555462,"UP","ENSG00000268027"
"ENSG00000285108","ENSG00000285108",3.61910053949143,9.35594537263817e-08,160.102114342264,44.2380952380952,419.75,129685401,129723023,"UP","ENSG00000285108"
"ENSG00000180871","ENSG00000180871",2.69792510472812,0.000252514051756128,158.535218058786,58.7619047619048,241.75,218125289,218137251,"UP","CXCR2"
"ENSG00000181036","ENSG00000181036",3.15705381599717,7.74278482072457e-06,156.04866004786,49.4285714285714,291,159800511,159816257,"UP","FCRL6"
"ENSG00000169550","ENSG00000169550",2.616211649775,0.000448175407084726,154.854813365254,59.1904761904762,384.25,26559032,26572263,"UP","MUC15"
"ENSG00000245648","ENSG00000245648",2.13836490380007,0.00805246184567861,154.165926873967,72.0952380952381,299.5,10363638,10398506,"UP","KLRK1-AS1"
"ENSG00000115705","ENSG00000115705",3.09513317695744,1.32023912997211e-05,153.577560494745,49.6190476190476,290.75,1374066,1543711,"UP","TPO"
"ENSG00000164935","ENSG00000164935",2.72435450493847,0.000213094980213446,152.95304577726,56.1428571428571,362.75,104339087,104356689,"UP","DCSTAMP"
"ENSG00000117009","ENSG00000117009",2.78589303496351,0.000140912403123094,150.968870180403,54.1904761904762,328.25,241532134,241595642,"UP","KMO"
"ENSG00000235621","ENSG00000235621",3.65984925564615,6.44879675950221e-08,149.182426801576,40.7619047619048,373.5,48359884,48370636,"UP","LINC00494"
"ENSG00000270164","ENSG00000270164",2.64733041939728,0.00037038321636616,148.754756899466,56.1904761904762,285.75,41535183,41536904,"UP","LINC01480"
"ENSG00000147570","ENSG00000147570",2.53792485667571,0.000771691207275042,147.924763074813,58.2857142857143,322.5,66021553,66101245,"UP","DNAJC5B"
"ENSG00000145708","ENSG00000145708",2.60551419530063,0.000490724870360216,147.521732295831,56.6190476190476,247.5,76953045,76981158,"UP","CRHBP"
"ENSG00000125245","ENSG00000125245",2.98825667244724,3.06366124622014e-05,146.709172823481,49.0952380952381,281,99254714,99261744,"UP","GPR18"
"ENSG00000227191","ENSG00000227191",2.24805424835135,0.00440133650672541,145.160074322115,64.5714285714286,225.75,38239580,38249572,"UP","TRGC2"
"ENSG00000122223","ENSG00000122223",2.51252638203904,0.000909097343531529,145.008665477682,57.7142857142857,241.25,160830160,160862887,"UP","CD244"
"ENSG00000182487","ENSG00000182487",2.69785155366535,0.000259100702069178,142.086848493042,52.6666666666667,273.75,73220624,73235945,"UP","ENSG00000182487"
"ENSG00000197057","ENSG00000197057",2.95735700140371,3.86693479332954e-05,140.685697352491,47.5714285714286,243.25,36281616,36347511,"UP","DTHD1"
"ENSG00000187689","ENSG00000187689",3.48848825809971,3.47851334130651e-07,140.037885789431,40.1428571428571,439,70518569,70532743,"UP","AMTN"
"ENSG00000168995","ENSG00000168995",2.47769678689324,0.00112449447104393,138.397063382179,55.8571428571429,274.25,51142299,51153526,"UP","SIGLEC7"
"ENSG00000128438","ENSG00000128438",5.70510804004299,1.18345240875698e-19,136.922592961032,24,978.75,16922915,16934839,"UP","ENSG00000128438"
"ENSG00000242258","ENSG00000242258",3.62510310413678,9.16013400831391e-08,136.890798170499,37.7619047619048,345,150433654,150448140,"UP","LINC00996"
"ENSG00000185245","ENSG00000185245",2.23660238672997,0.00474233550091816,133.131094448213,59.5238095238095,211,4932277,4935023,"UP","GP1BA"
"ENSG00000174171","ENSG00000174171",2.2196885462455,0.00523752395397281,132.547116047231,59.7142857142857,261,41892777,41899528,"UP","LOC105370792"
"ENSG00000136541","ENSG00000136541",2.29104492274122,0.0035198650367972,129.934976332609,56.7142857142857,230.5,157318631,157327713,"UP","ERMN"
"ENSG00000189233","ENSG00000189233",2.91575148984977,5.50210096043355e-05,129.681518643795,44.4761904761905,229.25,28021964,28083936,"UP","NUGGC"
"ENSG00000107147","ENSG00000107147",3.34922377474788,1.40094290989735e-06,129.503319290251,38.6666666666667,286.75,135702185,135795508,"UP","KCNT1"
"ENSG00000234883","ENSG00000234883",2.65224734822751,0.000365479474881142,129.328632599284,48.7619047619048,243.25,25561909,25575168,"UP","MIR155HG"
"ENSG00000225889","ENSG00000225889",2.11765101493058,0.00913585662086889,128.773349812683,60.8095238095238,210.25,64143239,64252859,"UP","ENSG00000225889"
"ENSG00000171049","ENSG00000171049",2.34887288925395,0.00246136257251238,127.062838199642,54.0952380952381,209.5,51752026,51770531,"UP","FPR2"
"ENSG00000163464","ENSG00000163464",2.42953105978768,0.00154552688168665,123.096240362576,50.6666666666667,174.75,218162841,218166962,"UP","CXCR1"
"ENSG00000187808","ENSG00000187808",2.4231566193064,0.00162116904851097,122.888657121967,50.7142857142857,235,119758588,119760202,"UP","SOWAHD"
"ENSG00000262370","ENSG00000262370",2.37234565976158,0.00221707741808254,122.458223580074,51.6190476190476,204,3076911,3087111,"UP","ENSG00000262370"
"ENSG00000168229","ENSG00000168229",2.61117919340573,0.000476726392470116,121.979370891953,46.7142857142857,201.75,52267698,52276724,"UP","PTGDR"
"ENSG00000148600","ENSG00000148600",2.58629038516297,0.00057589054008305,121.925118157683,47.1428571428571,212.5,84194537,84219621,"UP","CDHR1"
"ENSG00000259342","ENSG00000259342",2.56646776221528,0.000648750777657721,120.379559322955,46.9047619047619,288.5,45430652,45441808,"UP","ENSG00000259342"
"ENSG00000107807","ENSG00000107807",2.65179823630004,0.00037038321636616,119.204644527011,44.9523809523809,252.5,101131300,101137789,"UP","TLX1"
"ENSG00000267369","ENSG00000267369",2.21651880049564,0.00532691821933753,115.892268711629,52.2857142857143,188.25,35498218,35499175,"UP","TAF5LP1"
"ENSG00000224137","ENSG00000224137",3.5847800728361,1.49359025320882e-07,115.05436995674,32.0952380952381,318.25,207662375,207667024,"UP","LINC01857"
"ENSG00000232810","ENSG00000232810",2.12512384094675,0.00884936756219788,113.74472367734,53.5238095238095,196.25,31575565,31578336,"UP","TNF"
"ENSG00000234184","ENSG00000234184",4.39844312313809,1.34365432783057e-11,110.170527750983,25.047619047619,387.25,80535755,80646791,"UP","LINC01781"
"ENSG00000184293","ENSG00000184293",3.7494657502266,2.56284995130485e-08,109.805782685208,29.2857142857143,292.25,9715860,9733299,"UP","ENSG00000184293"
"ENSG00000174837","ENSG00000174837",2.99539405046857,3.04911702715395e-05,109.117926124212,36.4285714285714,231.75,6887566,6940459,"UP","ADGRE1"
"ENSG00000177807","ENSG00000177807",2.54745822145984,0.000754885165583291,106.508015163892,41.8095238095238,194.25,159998651,160070160,"UP","KCNJ10"
"ENSG00000161643","ENSG00000161643",2.16276636148622,0.00717103745063604,105.357618466686,48.7142857142857,163.75,49969600,49975819,"UP","SIGLEC16"
"ENSG00000233355","ENSG00000233355",3.07693029975617,1.60958227956068e-05,104.762150682174,34.0476190476191,197.25,239703381,239770130,"UP","CHRM3-AS2"
"ENSG00000156886","ENSG00000156886",4.4054485847435,1.17215181486361e-11,104.472066438203,23.7142857142857,325.75,31393335,31426505,"UP","ITGAD"
"ENSG00000269954","ENSG00000269954",4.95506412859718,9.11503253678105e-15,102.64061409237,20.7142857142857,516,11552488,11564694,"UP","ENSG00000269954"
"ENSG00000204475","ENSG00000204475",2.73319438458006,0.000214113758255519,102.299561251425,37.4285714285714,198.75,31588895,31593006,"UP","NCR3"
"ENSG00000162897","ENSG00000162897",5.35963063606734,3.33065942955574e-17,97.7494539816091,18.2380952380952,548.75,206957965,206970625,"UP","FCAMR"
